Time,TentMap
251,-1.37105
252,0.89834
253,-0.12394
254,0.11777
255,0.10897
256,-0.46069
257,0.83321
258,-1.31195
259,0.90613
260,0.20718
261,0.11794
262,0.19017
263,-1.51078
264,0.95696
265,0.29391
266,0.08725
267,0.56257
268,-1.02701
269,0.65779
270,-0.40088
271,-0.08578
272,0.47192
273,-0.84298
274,0.79688
275,0.07065
276,-1.3864
277,1.14861
278,0.22577
279,-0.06376
280,-0.04423
281,0.01292
282,0.36196
283,-1.24142
284,0.9241
285,0.05905
286,-1e-04
287,-0.59745
288,0.52668
289,-0.9168
290,0.72012
291,-1.40839
292,0.99465
293,0.04957
294,-0.14076
295,0.11572
296,-0.16353
297,-0.25791
298,0.47453
299,-0.80299
300,0.71862
301,-0.28592
302,-0.58874
303,0.78985
304,-0.914
305,0.77565
306,-0.79011
307,0.84194
308,-1.26368
309,0.61874
310,0.37932
311,0.23022
312,-1.33583
313,0.9938
314,0.10719
315,0.12529
316,0.13404
317,0.1668
318,0.06146
319,-0.72312
320,0.76383
321,-1.40081
322,0.95671
323,-0.30281
324,-0.11811
325,0.24961
326,-0.1194
327,0.10427
328,0.2416
329,0.17424
330,-0.43994
331,0.41287
332,-0.73976
333,0.9985
334,-0.10538
335,-0.34672
336,0.85288
337,-1.05227
338,0.89357
339,0.14416
340,0.24363
341,-1.06713
342,0.77648
343,0.21986
344,-0.10049
345,-0.17183
346,-0.0463
347,-0.02554
348,-0.33097
349,0.22047
350,0.04167
351,-0.02805
352,-0.21539
353,0.06705
354,-0.41751
355,0.72806
356,-1.02855
357,0.78974
358,0.21385
359,-0.24909
360,-0.4118
361,0.84712
362,-1.56092
363,0.98021
364,0.22891
365,-0.00582
366,-0.09075
367,-0.71657
368,0.65347
369,-0.08807
370,-1.09998
371,0.68667
372,-0.72308
373,0.72223
374,-0.97207
375,0.9147
376,-0.26892
377,-0.16464
378,0.09882
379,-0.04906
380,0.53965
381,-0.69687
382,0.72364
383,-1.02843
384,0.70379
385,-0.0859
386,0.22094
387,-0.34437
388,0.57987
389,-1.24374
390,1.05571
391,-0.07694
392,0.29771
393,-0.10076
394,-0.19032
395,0.70952
396,-0.97543
397,0.86905
398,0.0424
399,-1.52326
400,0.73656
401,0.21821
402,0.1818
403,0.30107
404,-0.15126
405,-0.11799
406,0.25291
407,-0.58925
408,1.12227
409,-0.46171
410,0.44256
411,-0.98412
412,0.7646
413,0.28076
414,-1.07753
415,0.74351
416,0.29433
417,-0.82891
418,0.67827
419,-0.65509
420,0.62157
421,-1.17225
422,0.92308
423,0.30066
424,-0.51956
425,0.59563
426,-1.59178
427,0.98769
428,-0.23995
429,-0.16832
430,0.12537
431,-0.26492
432,-0.04862
433,0.11547
434,-0.71699
435,0.70356
436,-0.50739
437,0.59575
438,-0.70048
439,0.65357
440,-0.1166
441,-0.41542
442,0.60384
443,-0.22187
444,0.64298
445,-1.4944
446,0.95445
447,0.17147
448,0.46845
449,0.33436
450,-0.90595
451,1.19421
452,0.41165
453,-1.19705
454,1.16439
455,0.03488
456,0.12513
457,-1.26528
458,1.16896
459,0.01254
460,0.00598
461,-1.20182
462,0.94481
463,0.30231
464,-1.11
465,0.8549
466,-0.18078
467,-0.15481
468,-0.23547
469,0.19891
470,-0.32663
471,0.65169
472,-1.40866
473,0.77083
474,-0.04203
475,-0.13036
476,-0.74555
477,0.81493
478,-0.1685
479,-1.09318
480,0.99853
481,0.15961
482,-1.66203
483,0.93526
484,0.1554
485,0.15885
486,0.17775
487,0.15007
488,-1.7314
489,0.85293
490,0.17501
491,0.03685
492,0.04158
493,-0.93167
494,0.69233
495,-0.15436
496,-0.11993
497,0.17893
498,-0.33619
499,0.44828
500,-1.33517
501,1.13344
502,0.18624
503,-0.52579
504,0.74669
505,-0.93734
506,0.6725
507,0.30028
508,-0.99858
509,0.83253
510,0.15502
511,-1.06919
512,0.93177
513,-0.25513
514,-0.18667
515,0.05983
516,-0.39601
517,0.79722
518,-0.865
519,0.81881
520,-1.00306
521,0.97317
522,-0.14703
523,0.03655
524,-0.02942
525,-0.16572
526,-0.17369
527,-0.18191
528,0.04522
529,-0.42185
530,0.77174
531,-1.36624
532,0.82904
533,0.2859
534,-0.16967
535,0.22963
536,-0.11479
537,-0.40058
538,0.76573
539,-1.70548
540,1.06486
541,0.0195
542,-0.02612
543,-0.12622
544,-0.10534
545,-0.06845
546,0.32753
547,-1.14285
548,1.01431
549,-0.0428
550,-0.03526
551,-0.69542
552,0.84991
553,0.45225
554,-1.31058
555,0.85119
556,-0.05693
557,0.05887
558,0.39037
559,-0.77134
560,0.88137
561,-0.51894
562,0.57059
563,-1.14331
564,1.03558
565,0.284
566,0.25178
567,-1.55339
568,0.99762
569,0.01738
570,0.3582
571,-0.33324
572,-0.20924
573,0.74234
574,-1.24042
575,1.18352
576,0.46819
577,-0.08095
578,0.02351
579,-1.61602
580,0.80641
581,0.1096
582,0.2591
583,-0.01411
584,-0.05418
585,-0.53761
586,0.76396
587,-0.57708
588,1.1597
589,-0.90041
590,0.60357
591,-1.21484
592,0.55975
593,0.18071
594,-1.0528
595,0.99949
596,-0.02093
597,0.12806
598,-1.48008
599,1.06111
600,-0.04049
601,0.00706
602,0.26584
603,0.19648
604,-1.40511
605,1.13223
606,0.09655
607,-0.15248
608,0.02999
609,0.14481
610,0.21682
611,-1.03703
612,0.87529
613,-0.44292
614,-0.10748
615,0.06088
616,-0.19675
617,0.26013
618,-0.6615
619,0.81259
620,-1.20784
621,1.01232
622,-0.24777
623,-0.14688
624,0.08671
625,0.08846
626,-0.43497
627,0.77647
628,-1.05799
629,0.7127
630,0.25585
631,-0.871
632,0.88777
633,-0.37324
634,0.16571
635,-0.49013
636,0.68604
637,-0.59461
638,0.67146
639,-0.64102
640,0.59666
641,-1.05646
642,1.02814
643,0.50854
644,-0.9788
645,0.78497
646,-0.15451
647,-0.35299
648,0.52794
649,-0.70622
650,0.67795
651,-0.29054
652,-0.48325
653,0.65741
654,-0.96069
655,0.95732
656,0.28485
657,-0.54391
658,0.68673
659,-0.84823
660,0.93229
661,-0.0912
662,-0.73322
663,0.76632
664,-0.69364
665,1.06859
666,0.31524
667,-1.28336
668,1.02665
669,-0.13125
670,-0.15465
671,0.24709
672,-0.3259
673,-0.63165
674,0.8863
675,-1.09128
676,0.77691
677,0.46719
678,-1.16655
679,1.04784
680,0.07358
681,-0.94139
682,1.01115
683,-0.72852
684,0.58389
685,-1.31045
686,0.86763
687,0.06253
688,0.10297
689,0.16564
690,0.0888
691,-0.79855
692,0.80118
693,0.22868
694,-1.2061
695,0.83851
696,-0.00126
697,0.12383
698,-0.64863
699,0.61324
700,-0.69669
701,0.78801
702,-1.12337
703,0.94816
704,-0.01158
705,-0.78536
706,0.55961
707,-0.72815
708,0.77588
709,-0.878
710,0.64394
711,-0.31752
712,-0.05237
713,-0.23251
714,0.31971
715,-0.91992
716,0.99854
717,0.12885
718,0.04538
719,-0.82833
720,0.8201
721,-0.56534
722,0.06687
723,-0.31077
724,0.51171
725,-1.1165
726,0.97316
727,-0.00758
728,-1.29999
729,0.90371
730,-0.13504
731,0.14313
732,-1.28352
733,0.80778
734,0.24968
735,-0.43978
736,0.43358
737,-1.3922
738,0.78883
739,0.13137
740,-1.03482
741,1.03361
742,-0.64862
743,0.90192
744,-1.26891
745,0.74341
746,0.30925
747,0.22081
748,-1.20586
749,1.09751
750,-0.08645
751,0.01359
752,0.18986
753,0.21715
754,-1.35468
755,0.85898
756,-0.08312
757,-0.01944
758,-0.26561
759,-0.69617
760,0.99157
761,0.03642
762,-0.52279
763,0.74835
764,-1.06964
765,0.80667
766,0.45814
767,-0.71255
768,0.85285
769,-0.20143
770,-1.06764
771,0.86464
772,-0.11687
773,-0.5866
774,0.70037
775,-1.10166
776,0.72028
777,0.23177
778,-1.47797
779,1.00812
780,0.1417
781,0.24757
782,-0.90088
783,0.5999
784,-0.48271
785,0.42611
786,-0.97828
787,0.69795
788,0.2063
789,-1.2275
790,0.62117
791,0.16318
792,-0.62768
793,0.73563
794,-0.55603
795,0.77982
796,-1.21825
797,0.86024
798,0.03192
799,-0.05044
800,0.04566
801,0.02212
802,0.07883
803,-0.02308
804,-0.3824
805,0.98761
806,-1.50534
807,1.12742
808,0.16605
809,-0.10109
810,0.25346
811,-0.25005
812,-0.48854
813,0.90677
814,-0.53506
815,0.90996
816,-1.12801
817,1.04933
818,0.33042
819,-0.15448
820,-0.5262
821,0.70771
822,-0.79685
823,1.04841
824,-0.33135
825,-0.77981
826,0.50558
827,-0.0304
828,-0.60211
829,0.66654
830,-1.28249
831,0.88034
832,0.36598
833,0.11867
834,-1.18864
835,0.88267
836,0.04362
837,0.11123
838,-0.7268
839,0.90551
840,-0.73557
841,0.65308
842,-0.60274
843,0.42348
844,-1.04124
845,1.12875
846,0.35202
847,-0.63725
848,0.81459
849,-1.13836
850,0.59916
851,0.07781
852,0.12777
853,-1.31607
854,0.96449
855,0.04324
856,0.03015
857,0.33347
858,-0.45122
859,-0.11249
860,0.54291
861,-1.44061
862,0.9461
863,0.02145
864,-0.03551
865,0.09169
866,0.22027
867,-1.21586
868,0.91737
869,-0.47535
870,0.73453
871,-1.48432
872,1.19732
873,0.27727
874,0.41005
875,-0.23554
876,-0.62196
877,1.15633
878,-1.51498
879,0.91564
880,-0.16806
881,0.07378
882,0.21121
883,-1.28129
884,0.94595
885,0.09214
886,-0.13625
887,-0.36292
888,0.27722
889,-0.35635
890,0.85753
891,-1.44808
892,1.03714
893,0.22817
894,-0.42412
895,-0.39815
896,0.62894
897,-1.37098
898,0.74157
899,0.06309
900,0.2058
901,-0.05496
902,-0.76917
903,1.05713
904,-0.0663
905,-0.26312
906,0.50343
907,-0.7935
908,0.87443
909,-0.57844
910,0.78337
911,-1.01796
912,0.89824
913,0.41234
914,-0.94563
915,0.83789
916,-0.30711
917,0.60325
918,-1.39721
919,0.71687
920,0.30735
921,0.1915
922,-1.18193
923,1.33049
924,0.1964
925,0.30408
926,-1.11928
927,0.88287
928,0.01973
929,-0.70826
930,0.87253
931,-1.37895
932,0.98608
933,0.11624
934,-0.04528
935,0.27398
936,-0.17176
937,-0.9789
938,0.65581
939,0.08254
940,-0.48369
941,0.76013
942,-1.08374
943,0.79319
944,-0.46088
945,-0.28989
946,0.21648
947,-0.24506
948,0.83266
949,-1.23384
950,0.89909
951,0.00967
952,0.07961
953,0.245
954,-0.37059
955,0.29631
956,-0.73523
957,0.89446
958,-0.30919
959,-0.10924
960,-0.04497
961,-0.31628
962,0.21528
963,-0.13219
964,0.68183
965,-1.37751
966,0.97988
967,0.10362
968,0.02444
969,0.25464
970,-1.1225
971,0.89219
972,0.2217
973,-0.18744
974,-0.44015
975,0.99469
976,-1.45576
977,0.73605
978,0.21638
979,-0.91588
980,0.80238
981,-0.92623
982,0.99555
983,0.21362
984,0.23934
985,-1.5736
986,1.19363
987,-0.04454
988,0.03099
989,-0.14603
990,0.06209
991,-0.04792
992,-0.01792
993,0.01986
994,0.46295
995,-0.65294
996,0.7648
997,-1.12111
998,0.97377
999,0.10209
