time	x	y
157	0.84261	0.85615
158	0.39202	0.45356
159	0.81641	0.93825
160	0.448	0.20484
161	0.85636	0.61711
162	0.37768	0.88731
163	0.78912	0.37325
164	0.55298	0.88306
165	0.81634	0.38264
166	0.49351	0.89142
167	0.83086	0.35902
168	0.46203	0.8685
169	0.82983	0.42595
170	0.4589	0.9221
171	0.82677	0.26451
172	0.4794	0.7349
173	0.83828	0.73329
174	0.413	0.7309
175	0.81832	0.74136
176	0.45968	0.7165
177	0.83637	0.76531
178	0.41498	0.66973
179	0.82191	0.83497
180	0.44369	0.50988
181	0.84128	0.9451
182	0.38784	0.18125
183	0.82394	0.56251
184	0.46137	0.92588
185	0.82706	0.25223
186	0.47975	0.71255
187	0.83938	0.77149
188	0.40712	0.65695
189	0.81806	0.85104
190	0.45132	0.46781
191	0.84559	0.94184
192	0.37734	0.19223
193	0.81509	0.5886
194	0.47954	0.91057
195	0.82987	0.3007
196	0.4692	0.79408
197	0.83442	0.61392
198	0.43234	0.89044
199	0.82048	0.36303
200	0.48574	0.87275
201	0.8319	0.41354
202	0.45506	0.91471
203	0.82631	0.28813
204	0.47853	0.77465
205	0.83632	0.65593
206	0.42426	0.84663
207	0.819	0.48623
208	0.47901	0.94131
209	0.82837	0.2009
210	0.48097	0.60672
211	0.84455	0.90089
212	0.38341	0.32408
213	0.815	0.82991
214	0.46008	0.52287
215	0.84537	0.9432
216	0.37779	0.18763
217	0.81564	0.57779
218	0.47917	0.91758
219	0.82951	0.27859
220	0.47186	0.75909
221	0.83641	0.68775
222	0.42137	0.80454
223	0.81946	0.59079
224	0.46939	0.90899
225	0.82905	0.30582
226	0.47068	0.80164
227	0.83426	0.5967
228	0.43417	0.90451
229	0.82056	0.32036
230	0.48906	0.82212
231	0.83437	0.54768
232	0.43798	0.93222
233	0.82071	0.23193
234	0.49598	0.67312
235	0.84156	0.82943
236	0.39688	0.52365
237	0.817	0.94372
238	0.44618	0.18641
239	0.85655	0.57465
240	0.38084	0.91898
241	0.7903	0.27594
242	0.55822	0.75486
243	0.821	0.69475
244	0.45733	0.79447
245	0.83229	0.61322
246	0.4375	0.89108
247	0.82234	0.361
248	0.48165	0.87065
249	0.83189	0.41957
250	0.45458	0.91844
251	0.82603	0.27631
252	0.48015	0.75529
253	0.83736	0.69508
254	0.41847	0.79375
255	0.81852	0.61547
256	0.46954	0.88926
257	0.83	0.36586
258	0.46349	0.87555
259	0.82975	0.40593
260	0.46074	0.90963
261	0.82769	0.30398
262	0.474	0.79895
263	0.83476	0.60281
264	0.43245	0.89977
265	0.82012	0.33493
266	0.48887	0.84096
267	0.83345	0.50002
268	0.44415	0.94167
269	0.82226	0.20038
270	0.49504	0.60556
271	0.84494	0.90166
272	0.38238	0.32171
273	0.81428	0.82674
274	0.46198	0.53084
275	0.84542	0.94148
276	0.37781	0.19344
277	0.81544	0.59142
278	0.47852	0.90859
279	0.82991	0.3069
280	0.46859	0.80321
281	0.83391	0.59312
282	0.4353	0.90716
283	0.82086	0.31215
284	0.48905	0.81078
285	0.83493	0.57506
286	0.43436	0.91899
287	0.82	0.27492
288	0.49405	0.75298
289	0.83768	0.69937
290	0.41733	0.78724
291	0.81823	0.6299
292	0.46902	0.87557
293	0.83058	0.40577
294	0.45882	0.90952
295	0.82733	0.30437
296	0.4748	0.79953
297	0.83482	0.60148
298	0.43243	0.90082
299	0.82007	0.33171
300	0.48925	0.83694
301	0.83365	0.51041
302	0.44283	0.94108
303	0.82189	0.20238
304	0.49573	0.61007
305	0.84469	0.89791
306	0.38331	0.33316
307	0.81457	0.84167
308	0.4601	0.49268
309	0.84676	0.94526
310	0.37411	0.18061
311	0.81277	0.56101
312	0.48701	0.92674
313	0.82928	0.24897
314	0.47487	0.70641
315	0.83924	0.78138
316	0.40662	0.63601
317	0.81862	0.87453
318	0.4481	0.40264
319	0.84753	0.91037
320	0.37513	0.29462
321	0.80937	0.7875
322	0.47628	0.62316
323	0.84335	0.88643
324	0.38763	0.36761
325	0.81656	0.88054
326	0.45237	0.38533
327	0.84963	0.89655
328	0.37098	0.33721
329	0.80423	0.8468
330	0.48295	0.47935
331	0.85083	0.94375
332	0.36391	0.18567
333	0.80342	0.57319
334	0.50672	0.92043
335	0.8282	0.26897
336	0.47572	0.74273
337	0.8376	0.71905
338	0.41586	0.75562
339	0.8188	0.69543
340	0.46235	0.79348
341	0.83335	0.61536
342	0.43479	0.88917
343	0.82146	0.36673
344	0.48321	0.87649
345	0.83166	0.40291
346	0.4565	0.90748
347	0.82695	0.31077
348	0.47516	0.80879
349	0.83441	0.57998
350	0.4352	0.91601
351	0.82044	0.28437
352	0.49229	0.76865
353	0.83695	0.66817
354	0.4217	0.83135
355	0.81848	0.52577
356	0.47696	0.93887
357	0.82836	0.20914
358	0.4803	0.62506
359	0.84362	0.88456
360	0.38711	0.3731
361	0.81596	0.88592
362	0.45331	0.3696
363	0.85062	0.88204
364	0.36971	0.38038
365	0.80152	0.89281
366	0.48523	0.34934
367	0.85729	0.86036
368	0.35446	0.44179
369	0.7852	0.93399
370	0.51697	0.2196
371	0.86264	0.64897
372	0.35874	0.85448
373	0.77451	0.46639
374	0.57513	0.93848
375	0.80127	0.20859
376	0.54062	0.62396
377	0.83549	0.88486
378	0.40713	0.37237
379	0.82965	0.88507
380	0.42123	0.37185
381	0.83762	0.88446
382	0.40197	0.37351
383	0.82635	0.8862
384	0.42901	0.36859
385	0.84155	0.88122
386	0.39255	0.38292
387	0.81956	0.89491
388	0.44424	0.34271
389	0.84889	0.85295
390	0.37655	0.46215
391	0.80426	0.94107
392	0.47531	0.19559
393	0.86357	0.596
394	0.36089	0.90468
395	0.77462	0.32114
396	0.58617	0.82347
397	0.80074	0.54275
398	0.51497	0.93436
399	0.8261	0.22343
400	0.48435	0.65564
401	0.84239	0.8516
402	0.39296	0.46589
403	0.81659	0.94192
404	0.44728	0.19251
405	0.85666	0.58899
406	0.37932	0.90982
407	0.78952	0.30489
408	0.55756	0.80053
409	0.81877	0.59786
410	0.4704	0.90382
411	0.82942	0.32183
412	0.4685	0.82403
413	0.83292	0.5433
414	0.44182	0.93383
415	0.82189	0.22657
416	0.49372	0.66217
417	0.84217	0.84353
418	0.39418	0.48735
419	0.8166	0.94555
420	0.44697	0.1802
421	0.8571	0.55976
422	0.3807	0.92683
423	0.7899	0.25063
424	0.56106	0.70974
425	0.82213	0.77487
426	0.4481	0.65016
427	0.83644	0.85849
428	0.40702	0.44728
429	0.82654	0.9358
430	0.42446	0.21284
431	0.84599	0.63484
432	0.4023	0.87017
433	0.80659	0.42229
434	0.51196	0.92024
435	0.82739	0.26948
436	0.47757	0.74361
437	0.83773	0.71737
438	0.4157	0.75842
439	0.8186	0.68992
440	0.46326	0.80164
441	0.83314	0.59682
442	0.43684	0.90444
443	0.82153	0.32053
444	0.48683	0.82234
445	0.83436	0.54715
446	0.43806	0.93242
447	0.82073	0.23128
448	0.49599	0.6718
449	0.84162	0.83118
450	0.39657	0.51923
451	0.81697	0.94448
452	0.4462	0.18384
453	0.85666	0.56853
454	0.38106	0.92241
455	0.79034	0.26492
456	0.55903	0.73582
457	0.82167	0.73045
458	0.45283	0.73618
459	0.83387	0.73136
460	0.42386	0.73439
461	0.82358	0.735
462	0.448	0.72803
463	0.83292	0.74588
464	0.42495	0.70783
465	0.82521	0.77985
466	0.44049	0.63953
467	0.83443	0.87039
468	0.41091	0.41416
469	0.8302	0.91859
470	0.41712	0.26891
471	0.83974	0.74482
472	0.40847	0.70973
473	0.81669	0.77705
474	0.46052	0.64564
475	0.83981	0.86345
476	0.39833	0.43353
477	0.82155	0.92975
478	0.43673	0.2329
479	0.85082	0.67687
480	0.38666	0.8196
481	0.79835	0.5555
482	0.51911	0.92942
483	0.82547	0.23961
484	0.48445	0.6884
485	0.8408	0.80845
486	0.40051	0.57486
487	0.81733	0.9241
488	0.44702	0.25142
489	0.85394	0.71294
490	0.37567	0.76551
491	0.79214	0.67636
492	0.52272	0.82109
493	0.83027	0.54963
494	0.44758	0.93151
495	0.82369	0.23409
496	0.489	0.67746
497	0.84145	0.8237
498	0.39763	0.53796
499	0.81693	0.94025
500	0.44662	0.19813
501	0.85618	0.60196
502	0.37944	0.90019
503	0.78997	0.33459
504	0.55428	0.84075
505	0.81809	0.49946
506	0.48001	0.94183
507	0.82839	0.19916
508	0.48106	0.60277
509	0.84475	0.90406
510	0.38265	0.31431
511	0.81478	0.81657
512	0.46167	0.55587
513	0.8442	0.93301
514	0.38159	0.22176
515	0.81746	0.65413
516	0.46879	0.84903
517	0.83179	0.4791
518	0.44986	0.94037
519	0.8239	0.20462
520	0.49096	0.61508
521	0.84452	0.89364
522	0.38411	0.3461
523	0.8147	0.85734
524	0.45853	0.45081
525	0.84831	0.93667
526	0.37092	0.20952
527	0.80892	0.62781
528	0.49021	0.87777
529	0.83164	0.3991
530	0.45687	0.90468
531	0.82716	0.31943
532	0.47397	0.82081
533	0.83372	0.55112
534	0.43925	0.93088
535	0.82119	0.23632
536	0.49451	0.68192
537	0.84117	0.8175
538	0.39884	0.55318
539	0.81712	0.93484
540	0.44664	0.2162
541	0.85538	0.642
542	0.37806	0.8624
543	0.79035	0.44442
544	0.54481	0.93124
545	0.81724	0.23319
546	0.5037	0.67567
547	0.84092	0.82592
548	0.39876	0.53246
549	0.81789	0.94175
550	0.44428	0.19305
551	0.85556	0.59025
552	0.38203	0.90895
553	0.79157	0.30755
554	0.55312	0.8044
555	0.82063	0.58901
556	0.46684	0.91023
557	0.82866	0.30201
558	0.47192	0.79603
559	0.83467	0.60948
560	0.43211	0.89428
561	0.82022	0.35155
562	0.48726	0.86049
563	0.8325	0.4478
564	0.45076	0.93219
565	0.8245	0.2318
566	0.48735	0.67284
567	0.84165	0.82992
568	0.39662	0.52241
569	0.81687	0.94395
570	0.44647	0.18564
571	0.85668	0.57281
572	0.38065	0.92004
573	0.79013	0.27255
574	0.55886	0.74911
575	0.82101	0.70582
576	0.45639	0.77743
577	0.83286	0.65042
578	0.43304	0.85319
579	0.82236	0.46859
580	0.47276	0.93854
581	0.82803	0.21031
582	0.48097	0.62761
583	0.84355	0.88208
584	0.38751	0.38037
585	0.81597	0.89267
586	0.45273	0.34951
587	0.85136	0.86077
588	0.36964	0.44075
589	0.79923	0.9334
590	0.48702	0.2213
591	0.86363	0.65269
592	0.35583	0.85013
593	0.772	0.4781
594	0.57914	0.9408
595	0.79859	0.20076
596	0.54691	0.60652
597	0.83413	0.90025
598	0.40917	0.32623
599	0.83277	0.83258
600	0.41808	0.51582
601	0.82995	0.94474
602	0.41557	0.18271
603	0.84246	0.56594
604	0.41686	0.92394
605	0.81229	0.25933
606	0.5126	0.72568
607	0.83725	0.74902
608	0.41422	0.70182
609	0.82017	0.78941
610	0.45147	0.61877
611	0.83882	0.89081
612	0.39848	0.35466
613	0.82479	0.86691
614	0.43428	0.42414
615	0.84146	0.92445
616	0.38912	0.24985
617	0.82225	0.71028
618	0.45314	0.7703
619	0.83241	0.66539
620	0.43288	0.83498
621	0.82309	0.51637
622	0.46715	0.94048
623	0.82729	0.20392
624	0.48322	0.61351
625	0.84437	0.89511
626	0.38436	0.34166
627	0.81506	0.85211
628	0.45813	0.46499
629	0.84756	0.94108
630	0.37244	0.19475
631	0.8108	0.59447
632	0.48871	0.90645
633	0.83025	0.31339
634	0.46724	0.81246
635	0.83328	0.5714
636	0.43862	0.9211
637	0.82141	0.26807
638	0.49141	0.74119
639	0.83832	0.72165
640	0.41389	0.75121
641	0.81796	0.70398
642	0.46358	0.78038
643	0.83418	0.64404
644	0.43041	0.86042
645	0.82102	0.44896
646	0.47746	0.93273
647	0.82869	0.22952
648	0.47786	0.6682
649	0.84135	0.83611
650	0.39683	0.50664
651	0.81764	0.94581
652	0.44454	0.17929
653	0.85626	0.55756
654	0.38302	0.92786
655	0.79157	0.24724
656	0.55789	0.70332
657	0.82404	0.78506
658	0.44281	0.62827
659	0.83573	0.88191
660	0.40679	0.38101
661	0.82909	0.89309
662	0.4219	0.348
663	0.83897	0.85927
664	0.40076	0.4451
665	0.82269	0.93498
666	0.43362	0.21564
667	0.85023	0.64085
668	0.3912	0.86371
669	0.79978	0.44055
670	0.52523	0.92952
671	0.82395	0.23918
672	0.48799	0.68755
673	0.84094	0.80963
674	0.40007	0.57208
675	0.81716	0.92568
676	0.44729	0.2463
677	0.85426	0.70321
678	0.37568	0.78107
679	0.79156	0.64394
680	0.5265	0.86108
681	0.82721	0.44551
682	0.46342	0.93135
683	0.82716	0.23434
684	0.48101	0.67795
685	0.84113	0.82315
686	0.39847	0.53933
687	0.81743	0.93982
688	0.4455	0.19954
689	0.85572	0.60518
690	0.38035	0.89761
691	0.79075	0.34243
692	0.55205	0.85023
693	0.81858	0.47449
694	0.48093	0.93976
695	0.82853	0.20609
696	0.48016	0.61832
697	0.84393	0.89086
698	0.3858	0.35443
699	0.81568	0.86674
700	0.45551	0.42476
701	0.84872	0.92462
702	0.3709	0.24916
703	0.80742	0.70905
704	0.48697	0.77248
705	0.83679	0.66034
706	0.42275	0.84126
707	0.81855	0.50036
708	0.47888	0.94181
709	0.82834	0.19924
710	0.48118	0.60297
711	0.84475	0.90391
712	0.38267	0.31478
713	0.81477	0.81723
714	0.46163	0.55426
715	0.84426	0.93369
716	0.38137	0.21949
717	0.81737	0.64932
718	0.46939	0.85466
719	0.8316	0.46401
720	0.45155	0.93736
721	0.82446	0.21466
722	0.48885	0.63706
723	0.84342	0.87239
724	0.38864	0.40833
725	0.81572	0.9149
726	0.45149	0.28094
727	0.85408	0.76512
728	0.37085	0.66984
729	0.79178	0.83542
730	0.51087	0.50923
731	0.84857	0.94447
732	0.3696	0.18326
733	0.80871	0.56741
734	0.49555	0.92356
735	0.82916	0.25913
736	0.47429	0.72522
737	0.83829	0.75036
738	0.41156	0.69923
739	0.81884	0.79341
740	0.45421	0.60987
741	0.83996	0.89859
742	0.39501	0.3312
743	0.82334	0.8391
744	0.43999	0.49921
745	0.84043	0.9456
746	0.3899	0.17956
747	0.82557	0.55842
748	0.45791	0.92781
749	0.82631	0.24602
750	0.48199	0.70081
751	0.84009	0.79001
752	0.40383	0.61712
753	0.81771	0.89289
754	0.44871	0.34882
755	0.85014	0.86002
756	0.37279	0.44283
757	0.80186	0.93428
758	0.48117	0.21834
759	0.86325	0.64645
760	0.35736	0.85734
761	0.77315	0.45864
762	0.5784	0.93641
763	0.79932	0.21545
764	0.5442	0.63888
765	0.8334	0.86975
766	0.41348	0.41599
767	0.8316	0.91974
768	0.41366	0.26521
769	0.83794	0.73833
770	0.41343	0.72178
771	0.81893	0.75713
772	0.457	0.68637
773	0.83716	0.81174
774	0.40917	0.56711
775	0.82292	0.92824
776	0.43364	0.23783
777	0.84927	0.68674
778	0.38971	0.80582
779	0.80102	0.58833
780	0.51073	0.91093
781	0.82807	0.29903
782	0.47353	0.79156
783	0.83506	0.61947
784	0.43033	0.88542
785	0.81991	0.3779
786	0.48582	0.88715
787	0.8312	0.37182
788	0.46018	0.88138
789	0.82889	0.38917
790	0.46415	0.89687
791	0.82887	0.34315
792	0.468	0.85082
793	0.8316	0.47435
794	0.4507	0.93961
795	0.82415	0.20715
796	0.49018	0.6207
797	0.84424	0.88855
798	0.38524	0.3613
799	0.81499	0.87411
800	0.45651	0.40391
801	0.84994	0.91122
802	0.36895	0.29191
803	0.80412	0.7833
804	0.4883	0.63241
805	0.84364	0.8772
806	0.38768	0.39453
807	0.81555	0.90467
808	0.45271	0.31297
809	0.853	0.81424
810	0.3694	0.56088
811	0.79459	0.93177
812	0.49723	0.22676
813	0.8637	0.66404
814	0.35468	0.83627
815	0.77143	0.51437
816	0.57747	0.94128
817	0.79964	0.19916
818	0.54483	0.6029
819	0.83512	0.90319
820	0.40651	0.31717
821	0.83151	0.8204
822	0.42213	0.54625
823	0.83072	0.93726
824	0.41433	0.20789
825	0.8407	0.62403
826	0.41627	0.88105
827	0.81379	0.3909
828	0.49857	0.8984
829	0.8302	0.33788
830	0.46533	0.84452
831	0.8315	0.49111
832	0.44955	0.94153
833	0.82377	0.20072
834	0.49158	0.60633
835	0.84495	0.90107
836	0.38241	0.32351
837	0.81423	0.82916
838	0.46189	0.52479
839	0.84568	0.94282
840	0.37704	0.18892
841	0.81496	0.58086
842	0.48046	0.91569
843	0.82967	0.28457
844	0.47101	0.76892
845	0.83584	0.66795
846	0.42441	0.83165
847	0.8197	0.52498
848	0.47423	0.93902
849	0.82814	0.20868
850	0.48084	0.62404
851	0.84371	0.88553
852	0.38681	0.37024
853	0.81584	0.88316
854	0.45381	0.37772
855	0.85039	0.88975
856	0.36963	0.35763
857	0.80229	0.87033
858	0.48535	0.41488
859	0.85411	0.91844
860	0.35767	0.26896
861	0.79448	0.74523
862	0.51228	0.70963
863	0.83812	0.77574
864	0.40985	0.64807
865	0.81999	0.86137
866	0.44598	0.43964
867	0.84518	0.93223
868	0.37919	0.2243
869	0.81541	0.65947
870	0.47304	0.84261
871	0.8326	0.49597
872	0.44653	0.94168
873	0.82295	0.20028
874	0.49349	0.60535
875	0.84498	0.90185
876	0.38226	0.32112
877	0.81421	0.82595
878	0.46221	0.53282
879	0.84537	0.94098
880	0.37796	0.19513
881	0.8155	0.59532
882	0.47807	0.90576
883	0.83001	0.3157
884	0.46761	0.81569
885	0.83319	0.56367
886	0.43949	0.9252
887	0.82152	0.25484
888	0.49224	0.71742
889	0.83948	0.76331
890	0.40757	0.67372
891	0.81764	0.82983
892	0.45402	0.52304
893	0.84385	0.94323
894	0.38158	0.18755
895	0.81876	0.57759
896	0.47207	0.91767
897	0.82895	0.27845
898	0.47319	0.75886
899	0.83658	0.6882
900	0.42093	0.8039
901	0.81928	0.59229
902	0.46968	0.90793
903	0.82914	0.30912
904	0.47021	0.80642
905	0.83397	0.58562
906	0.43577	0.91237
907	0.8208	0.29585
908	0.49051	0.78677
909	0.83609	0.62979
910	0.42699	0.87546
911	0.81896	0.40684
912	0.4856	0.91036
913	0.83007	0.30127
914	0.46869	0.79492
915	0.83431	0.61204
916	0.43276	0.89209
917	0.82057	0.3581
918	0.48594	0.8676
919	0.83215	0.42807
920	0.45325	0.92321
921	0.82551	0.26102
922	0.48261	0.72866
923	0.83878	0.74428
924	0.41088	0.71076
925	0.818	0.77536
926	0.45765	0.64919
927	0.83901	0.85948
928	0.40064	0.44452
929	0.82264	0.93474
930	0.43378	0.21642
931	0.85026	0.64253
932	0.39097	0.86188
933	0.7997	0.44563
934	0.52499	0.93164
935	0.8239	0.23223
936	0.48867	0.6737
937	0.84163	0.82876
938	0.39676	0.52534
939	0.81685	0.94339
940	0.44655	0.18752
941	0.85663	0.57729
942	0.38041	0.91741
943	0.79004	0.28094
944	0.55837	0.76321
945	0.82046	0.67821
946	0.45992	0.81819
947	0.83175	0.55774
948	0.44341	0.92805
949	0.82264	0.24551
950	0.49046	0.69984
951	0.84036	0.79137
952	0.40305	0.61409
953	0.81735	0.89559
954	0.44931	0.34069
955	0.8507	0.8505
956	0.37218	0.4687
957	0.80037	0.94279
958	0.48375	0.18987
959	0.86489	0.58268
960	0.3586	0.91394
961	0.77224	0.29232
962	0.59302	0.78159
963	0.79837	0.63942
964	0.51237	0.86592
965	0.8301	0.43231
966	0.45774	0.92541
967	0.82639	0.25383
968	0.48117	0.71552
969	0.83933	0.76661
970	0.40765	0.66702
971	0.81796	0.83855
972	0.45257	0.50073
973	0.84446	0.94547
974	0.37986	0.17996
975	0.81765	0.55942
976	0.47611	0.92744
977	0.82885	0.2469
978	0.47605	0.70249
979	0.83955	0.78751
980	0.40535	0.62267
981	0.81841	0.88777
982	0.4475	0.36407
983	0.84906	0.87653
984	0.37412	0.39636
985	0.80471	0.90622
986	0.4771	0.30836
987	0.85845	0.80749
988	0.35597	0.57684
989	0.78186	0.92346
990	0.52474	0.25416
991	0.85952	0.71767
992	0.36092	0.75763
993	0.77995	0.69232
994	0.54669	0.79865
995	0.82371	0.60234
996	0.45863	0.90028
997	0.82772	0.3329
998	0.47154	0.83838
999	0.83263	0.50699
1000	0.44553	0.94137
